"","site","year","zone","transect","CA_MPA_Name_Short","site_status","site_designation","SPUL_bio","SPUL_legal_bio","ALLURCH","MACPYRAD","MESFRAAD","PANINT","SPUL","SPUL_legal","STRPURAD"
"3168","COJO_W",2002,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3169","COJO_W",2002,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,570,0,0,0,0,0
"3170","COJO_W",2002,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,455,0,0,0,0,0
"3171","COJO_W",2002,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,356,0,0,0,0,0
"3172","COJO_W",2002,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,627,0,0,0,0,0
"3173","COJO_W",2002,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3174","COJO_W",2002,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3175","COJO_W",2002,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3176","COJO_W",2002,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3177","COJO_W",2003,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3178","COJO_W",2003,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3179","COJO_W",2003,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3180","COJO_W",2003,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,451,0,0,0,0,0
"3181","COJO_W",2003,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,740,0,0,0,0,0
"3182","COJO_W",2003,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3183","COJO_W",2003,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,434,0,0,0,0,0
"3184","COJO_W",2003,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,478,0,0,0,0,0
"3185","COJO_W",2003,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3186","COJO_W",2003,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,50,0,0,0,0,0
"3187","COJO_W",2003,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3188","COJO_W",2003,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3189","COJO_W",2003,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3190","COJO_W",2003,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3191","COJO_W",2004,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3192","COJO_W",2004,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3193","COJO_W",2004,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3194","COJO_W",2004,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,457,0,0,0,0,0
"3195","COJO_W",2004,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,934,0,0,0,0,0
"3196","COJO_W",2004,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3197","COJO_W",2004,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,249,0,0,0,0,0
"3198","COJO_W",2004,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,315,0,0,0,0,0
"3199","COJO_W",2004,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,116,0,0,0,0,0
"3200","COJO_W",2004,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,192,0,0,0,0,0
"3201","COJO_W",2004,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3202","COJO_W",2004,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3203","COJO_W",2004,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3204","COJO_W",2004,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3205","COJO_W",2005,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3206","COJO_W",2005,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3207","COJO_W",2005,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3208","COJO_W",2005,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,261,0,0,0,0,0
"3209","COJO_W",2005,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,233,0,0,0,0,0
"3210","COJO_W",2005,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3211","COJO_W",2005,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,267,0,0,0,0,0
"3212","COJO_W",2005,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,269,0,0,0,0,0
"3213","COJO_W",2005,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,214,0,0,0,0,0
"3214","COJO_W",2005,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,233,0,0,0,0,0
"3215","COJO_W",2005,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3216","COJO_W",2005,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3217","COJO_W",2005,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3218","COJO_W",2005,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3219","COJO_W",2006,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3220","COJO_W",2006,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3221","COJO_W",2006,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3222","COJO_W",2006,"INNER","1","Point Conception SMR","mpa","SMR",0,0,11,538,1,0,0,0,10
"3223","COJO_W",2006,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,550,0,0,0,0,0
"3224","COJO_W",2006,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3225","COJO_W",2006,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,139,0,0,0,0,0
"3226","COJO_W",2006,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,204,0,0,0,0,0
"3227","COJO_W",2006,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,295,0,0,0,0,0
"3228","COJO_W",2006,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,848,0,0,0,0,0
"3229","COJO_W",2006,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3230","COJO_W",2006,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3231","COJO_W",2006,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3232","COJO_W",2006,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3233","COJO_W",2007,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3234","COJO_W",2007,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3235","COJO_W",2007,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3236","COJO_W",2007,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,495,0,0,0,0,0
"3237","COJO_W",2007,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,614,0,0,0,0,0
"3238","COJO_W",2007,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3239","COJO_W",2007,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,288,0,0,0,0,0
"3240","COJO_W",2007,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,433,0,0,0,0,0
"3241","COJO_W",2007,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,473,0,0,0,0,0
"3242","COJO_W",2007,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,158,0,0,0,0,0
"3243","COJO_W",2007,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3244","COJO_W",2007,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3245","COJO_W",2007,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3246","COJO_W",2007,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3247","COJO_W",2008,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3248","COJO_W",2008,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3249","COJO_W",2008,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3250","COJO_W",2008,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,281,0,0,0,0,0
"3251","COJO_W",2008,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,293,0,0,0,0,0
"3252","COJO_W",2008,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3253","COJO_W",2008,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,303,0,0,0,0,0
"3254","COJO_W",2008,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,129,0,0,0,0,0
"3255","COJO_W",2008,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3256","COJO_W",2008,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3257","COJO_W",2008,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3258","COJO_W",2008,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3259","COJO_W",2008,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3260","COJO_W",2008,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3261","COJO_W",2009,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3262","COJO_W",2009,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3263","COJO_W",2009,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3264","COJO_W",2009,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,313,0,0,0,0,0
"3265","COJO_W",2009,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,586,0,0,0,0,0
"3266","COJO_W",2009,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3267","COJO_W",2009,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,219,0,0,0,0,0
"3268","COJO_W",2009,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,325,0,0,0,0,0
"3269","COJO_W",2009,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3270","COJO_W",2009,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3271","COJO_W",2009,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3272","COJO_W",2009,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3273","COJO_W",2009,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3274","COJO_W",2009,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3275","COJO_W",2010,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3276","COJO_W",2010,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3277","COJO_W",2010,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3278","COJO_W",2010,"INNER","1","Point Conception SMR","mpa","SMR",0,0,2,287,0,0,0,0,2
"3279","COJO_W",2010,"INNER","2","Point Conception SMR","mpa","SMR",0,0,0,168,0,0,0,0,0
"3280","COJO_W",2010,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3281","COJO_W",2010,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,519,0,0,0,0,0
"3282","COJO_W",2010,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,303,0,0,0,0,0
"3283","COJO_W",2010,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,303,0,0,0,0,0
"3284","COJO_W",2010,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,399,0,0,0,0,0
"3285","COJO_W",2010,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3286","COJO_W",2010,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3287","COJO_W",2010,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3288","COJO_W",2010,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3289","COJO_W",2011,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3290","COJO_W",2011,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3291","COJO_W",2011,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3292","COJO_W",2011,"INNER","1","Point Conception SMR","mpa","SMR",0,0,0,476,0,0,0,0,0
"3293","COJO_W",2011,"INNER","2","Point Conception SMR","mpa","SMR",0,0,1,183,1,0,0,0,0
"3294","COJO_W",2011,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3295","COJO_W",2011,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,177,0,0,0,0,0
"3296","COJO_W",2011,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,90,0,0,0,0,0
"3297","COJO_W",2011,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3298","COJO_W",2011,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3299","COJO_W",2011,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3300","COJO_W",2011,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3301","COJO_W",2011,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3302","COJO_W",2011,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3303","COJO_W",2012,"INMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3304","COJO_W",2012,"INMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3305","COJO_W",2012,"INMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3306","COJO_W",2012,"INNER","1","Point Conception SMR","mpa","SMR",0,0,1,463,0,0,0,0,1
"3307","COJO_W",2012,"INNER","2","Point Conception SMR","mpa","SMR",0,0,6,748,0,0,0,0,6
"3308","COJO_W",2012,"INNER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3309","COJO_W",2012,"MID","1","Point Conception SMR","mpa","SMR",0,0,0,543,0,0,0,0,0
"3310","COJO_W",2012,"MID","2","Point Conception SMR","mpa","SMR",0,0,0,513,0,0,0,0,0
"3311","COJO_W",2012,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3312","COJO_W",2012,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3313","COJO_W",2012,"OUTER","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3314","COJO_W",2012,"OUTMID","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3315","COJO_W",2012,"OUTMID","2","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3316","COJO_W",2012,"OUTMID","3","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3317","COJO_W",2014,"INNER","1","Point Conception SMR","mpa","SMR",0,0,49,463,0,0,0,0,49
"3318","COJO_W",2014,"INNER","2","Point Conception SMR","mpa","SMR",0,0,80,265,1,0,0,0,79
"3319","COJO_W",2014,"MID","1","Point Conception SMR","mpa","SMR",0,0,11,342,0,0,0,0,11
"3320","COJO_W",2014,"MID","2","Point Conception SMR","mpa","SMR",0,0,4,0,0,0,0,0,4
"3321","COJO_W",2014,"OUTER","1","Point Conception SMR","mpa","SMR",0,0,0,0,0,0,0,0,0
"3322","COJO_W",2014,"OUTER","2","Point Conception SMR","mpa","SMR",0,0,0,7,0,0,0,0,0
"3323","COUNTY_LINE",2010,"INMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3324","COUNTY_LINE",2010,"INMID","2","Point Dume SMCA","reference","SMCA",0.112491532458261,0.0723564731742364,0,0,0,0,5,1,0
"3325","COUNTY_LINE",2010,"INMID","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3326","COUNTY_LINE",2010,"INNER","1","Point Dume SMCA","reference","SMCA",0.190991014097369,0.190991014097369,923,447,105,0,1,1,818
"3327","COUNTY_LINE",2010,"INNER","2","Point Dume SMCA","reference","SMCA",0.0224650264967263,0,807,233,103,0,1,0,704
"3328","COUNTY_LINE",2010,"INNER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3329","COUNTY_LINE",2010,"MID","1","Point Dume SMCA","reference","SMCA",0,0,1864,0,31,0,0,0,1833
"3330","COUNTY_LINE",2010,"MID","2","Point Dume SMCA","reference","SMCA",0,0,1763,0,32,0,0,0,1731
"3331","COUNTY_LINE",2010,"OUTER","1","Point Dume SMCA","reference","SMCA",0,0,262,377,128,0,0,0,134
"3332","COUNTY_LINE",2010,"OUTER","2","Point Dume SMCA","reference","SMCA",0.00802899617824369,0,628,314,220,0,1,0,408
"3333","COUNTY_LINE",2010,"OUTER","3","Point Dume SMCA","reference","SMCA",0.00979706888514642,0,0,0,0,0,1,0,0
"3334","COUNTY_LINE",2010,"OUTMID","1","Point Dume SMCA","reference","SMCA",0.0165771666001443,0,0,0,0,0,1,0,0
"3335","COUNTY_LINE",2010,"OUTMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3336","COUNTY_LINE",2010,"OUTMID","3","Point Dume SMCA","reference","SMCA",0.02208628960314,0,0,0,0,0,2,0,0
"3337","COUNTY_LINE",2011,"INMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3338","COUNTY_LINE",2011,"INMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3339","COUNTY_LINE",2011,"INMID","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3340","COUNTY_LINE",2011,"INNER","1","Point Dume SMCA","reference","SMCA",0,0,704,418,22,0,0,0,682
"3341","COUNTY_LINE",2011,"INNER","2","Point Dume SMCA","reference","SMCA",0,0,1717,86,74,1,0,0,1643
"3342","COUNTY_LINE",2011,"INNER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3343","COUNTY_LINE",2011,"MID","1","Point Dume SMCA","reference","SMCA",0,0,1135,0,90,0,0,0,1045
"3344","COUNTY_LINE",2011,"MID","2","Point Dume SMCA","reference","SMCA",0,0,937,0,75,1,0,0,862
"3345","COUNTY_LINE",2011,"OUTER","1","Point Dume SMCA","reference","SMCA",0.0723564731742364,0.0723564731742364,1100,0,292,0,1,1,808
"3346","COUNTY_LINE",2011,"OUTER","2","Point Dume SMCA","reference","SMCA",0,0,1017,0,337,0,0,0,680
"3347","COUNTY_LINE",2011,"OUTER","3","Point Dume SMCA","reference","SMCA",0.145150039159432,0.0795347251987156,0,0,0,0,2,1,0
"3348","COUNTY_LINE",2011,"OUTMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3349","COUNTY_LINE",2011,"OUTMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3350","COUNTY_LINE",2011,"OUTMID","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3351","COUNTY_LINE",2012,"INMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3352","COUNTY_LINE",2012,"INMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3353","COUNTY_LINE",2012,"INMID","3","Point Dume SMCA","reference","SMCA",0.0871629357025857,0.0871629357025857,0,0,0,0,1,1,0
"3354","COUNTY_LINE",2012,"INNER","1","Point Dume SMCA","reference","SMCA",0,0,830,116,17,0,0,0,813
"3355","COUNTY_LINE",2012,"INNER","2","Point Dume SMCA","reference","SMCA",0,0,90,533,0,0,0,0,90
"3356","COUNTY_LINE",2012,"INNER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3357","COUNTY_LINE",2012,"MID","1","Point Dume SMCA","reference","SMCA",0,0,754,0,78,3,0,0,676
"3358","COUNTY_LINE",2012,"MID","2","Point Dume SMCA","reference","SMCA",0,0,1154,0,86,0,0,0,1068
"3359","COUNTY_LINE",2012,"OUTER","1","Point Dume SMCA","reference","SMCA",0.331564122361855,0.297943790558467,1809,0,981,0,2,1,828
"3360","COUNTY_LINE",2012,"OUTER","2","Point Dume SMCA","reference","SMCA",0,0,616,4,286,0,0,0,330
"3361","COUNTY_LINE",2012,"OUTER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3362","COUNTY_LINE",2012,"OUTMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3363","COUNTY_LINE",2012,"OUTMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3364","COUNTY_LINE",2012,"OUTMID","3","Point Dume SMCA","reference","SMCA",0.059298332327532,0,0,0,0,0,1,0,0
"3365","COUNTY_LINE",2013,"INMID","1","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3366","COUNTY_LINE",2013,"INMID","2","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3367","COUNTY_LINE",2013,"INMID","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3368","COUNTY_LINE",2013,"INNER","1","Point Dume SMCA","reference","SMCA",0,0,1172,440,38,4,0,0,1134
"3369","COUNTY_LINE",2013,"INNER","2","Point Dume SMCA","reference","SMCA",0.0952539225731872,0.0952539225731872,1431,94,69,1,1,1,1362
"3370","COUNTY_LINE",2013,"INNER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3371","COUNTY_LINE",2013,"MID","1","Point Dume SMCA","reference","SMCA",0,0,623,0,197,1,0,0,426
"3372","COUNTY_LINE",2013,"MID","2","Point Dume SMCA","reference","SMCA",0,0,1749,0,116,2,0,0,1633
"3373","COUNTY_LINE",2013,"OUTER","1","Point Dume SMCA","reference","SMCA",0.215495377202727,0.167610395747424,796,0,160,0,3,2,636
"3374","COUNTY_LINE",2013,"OUTER","2","Point Dume SMCA","reference","SMCA",0.178490581893392,0.112875267932676,702,0,187,1,2,1,515
"3375","COUNTY_LINE",2013,"OUTER","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3376","COUNTY_LINE",2013,"OUTMID","1","Point Dume SMCA","reference","SMCA",0.19813138985378,0.0795347251987156,0,0,0,0,3,1,0
"3377","COUNTY_LINE",2013,"OUTMID","2","Point Dume SMCA","reference","SMCA",0.0533925615704471,0,0,0,0,0,1,0,0
"3378","COUNTY_LINE",2013,"OUTMID","3","Point Dume SMCA","reference","SMCA",0,0,0,0,0,0,0,0,0
"3379","CRYSTAL_COVE",2011,"INNER","1","Crystal Cove SMCA","mpa","SMCA",0,0,22,56,12,0,0,0,10
"3380","CRYSTAL_COVE",2011,"INNER","2","Crystal Cove SMCA","mpa","SMCA",0,0,35,128,26,6,0,0,9
"3381","CRYSTAL_COVE",2011,"INNER","3","Crystal Cove SMCA","mpa","SMCA",0.0224650264967263,0,0,0,0,0,1,0,0
"3382","CRYSTAL_COVE",2011,"INNER","4","Crystal Cove SMCA","mpa","SMCA",0.0224650264967263,0,0,0,0,0,1,0,0
"3383","CRYSTAL_COVE",2011,"MID","1","Crystal Cove SMCA","mpa","SMCA",0.109562648314958,0,22,215,21,1,7,0,1
"3384","CRYSTAL_COVE",2011,"MID","2","Crystal Cove SMCA","mpa","SMCA",0.245497889919636,0.112875267932676,11,69,10,1,6,1,1
"3385","CRYSTAL_COVE",2011,"MID","3","Crystal Cove SMCA","mpa","SMCA",0.0946187491522203,0,0,0,0,0,5,0,0
"3386","CRYSTAL_COVE",2011,"MID","4","Crystal Cove SMCA","mpa","SMCA",0.194409711598791,0,0,0,0,0,8,0,0
"3387","CRYSTAL_COVE",2011,"OUTER","1","Crystal Cove SMCA","mpa","SMCA",0.107990058496836,0,15,100,15,0,3,0,0
"3388","CRYSTAL_COVE",2011,"OUTER","2","Crystal Cove SMCA","mpa","SMCA",0.410382607288469,0.112875267932676,7,103,7,0,13,1,0
"3389","CRYSTAL_COVE",2011,"OUTER","3","Crystal Cove SMCA","mpa","SMCA",0.58476569505934,0.289425892696945,0,0,0,0,15,4,0
"3390","CRYSTAL_COVE",2011,"OUTER","4","Crystal Cove SMCA","mpa","SMCA",0.488904427094091,0.185231741106913,0,0,0,0,11,2,0
"3391","CRYSTAL_COVE",2012,"INNER","1","Crystal Cove SMCA","mpa","SMCA",0.00648362808883566,0,13,133,6,0,1,0,7
"3392","CRYSTAL_COVE",2012,"INNER","2","Crystal Cove SMCA","mpa","SMCA",0.00528631424967551,0,33,109,6,0,2,0,27
"3393","CRYSTAL_COVE",2012,"INNER","3","Crystal Cove SMCA","mpa","SMCA",0.00818859561578138,0,0,0,0,0,2,0,0
"3394","CRYSTAL_COVE",2012,"INNER","4","Crystal Cove SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"3395","CRYSTAL_COVE",2012,"MID","1","Crystal Cove SMCA","mpa","SMCA",0.00979706888514642,0,33,184,29,0,1,0,4
"3396","CRYSTAL_COVE",2012,"MID","2","Crystal Cove SMCA","mpa","SMCA",0.0131758264558351,0,22,162,17,0,2,0,5
"3397","CRYSTAL_COVE",2012,"MID","3","Crystal Cove SMCA","mpa","SMCA",0.00514683027759137,0,0,0,0,0,1,0,0
"3398","CRYSTAL_COVE",2012,"MID","4","Crystal Cove SMCA","mpa","SMCA",0,0,0,0,0,0,0,0,0
"3399","CRYSTAL_COVE",2012,"OUTER","1","Crystal Cove SMCA","mpa","SMCA",0.03049402267497,0,18,60,14,0,2,0,4
"3400","CRYSTAL_COVE",2012,"OUTER","2","Crystal Cove SMCA","mpa","SMCA",0.0420591642670192,0,23,144,21,0,3,0,2
"3401","CRYSTAL_COVE",2012,"OUTER","3","Crystal Cove SMCA","mpa","SMCA",0.0449300529934526,0,0,0,0,0,2,0,0
