CA_MPA_Name_Short,year,y,mpa,reference,Diff,lnDiff,resp,time,HW,BA_HW,type,Location,Hectares,source,BA
Anacapa Island SMR 2003,2019,Strongylocentrotus purpuratus,0.00846848890401119,0.24362027900646477,0.07281944873004587,-2.619772206573229,Den,16,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2019,Macrocystis pyrifera,0.6944015444015444,0.21177606177606176,3.1761838440111423,1.155680427103531,Den,16,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2019,All urchins,0.010466526262046078,0.24459123109324143,0.08038975330831571,-2.520868557333184,Den,16,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2019,Mesocentrotus franciscanus,0.020988900100908175,0.2464177598385469,0.12085317382236041,-2.113178909683825,Den,16,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Semicossyphus pulcher,0.4529629534924179,0.416441288361411,1.085642891830058,0.0821723385499047,Bio,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Semicossyphus pulcher legal,0.3552277808155921,0.27663861877494084,1.2741750653716235,0.24229896165900866,Bio,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus,0.8092047183427061,0.030815499094011406,20.070922481085198,2.999272124935091,Bio,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus legal,0.6912472345268178,0,70.12472345268178,4.250275420201313,Bio,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus sublegal,0.8092047183427061,0.030815499094011406,20.070922481085198,2.999272124935091,Bio,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Semicossyphus pulcher,0.18333333333333332,0.24166666666666659,0.7682119205298016,-0.26368964570855935,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Semicossyphus pulcher legal,0.3,0.6,0.5081967213114754,-0.676886659688165,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus,1,0.08955223880597014,10.145427286356822,2.317023090316602,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus legal,0.8857142857142857,0,89.57142857142857,4.4950363915776075,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Panulirus interruptus sublegal,1,0.08955223880597014,10.145427286356822,2.317023090316602,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Strongylocentrotus purpuratus,0.012853956372159843,0.20558769044648595,0.10600770537885948,-2.2442434952586323,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Macrocystis pyrifera,0.6332046332046332,0.48166023166023164,1.3082299356054656,0.26867502933274623,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,All urchins,0.015986980662454527,0.2123938987810326,0.11685114027359679,-2.1468544596058865,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2020,Mesocentrotus franciscanus,0.032492431886982844,0.24581231079717453,0.1661078458443454,-1.7951180278111154,Den,17,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Semicossyphus pulcher,0.523566195977944,0.45737029424425923,1.1416348076651381,0.13246127696193827,Bio,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Semicossyphus pulcher legal,0.5168433161922498,0.2751224929409773,1.8477788642978465,0.613984303882913,Bio,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus,0.37061428627948967,0.17028783831287356,2.1111478724314576,0.7472318149356183,Bio,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus legal,0.34987534784024615,0.13930671236004813,2.4103092362814795,0.8797550530807934,Bio,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus sublegal,0.37061428627948967,0.17028783831287356,2.1111478724314576,0.7472318149356183,Bio,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Semicossyphus pulcher,0.19166666666666662,0.3,0.650537634408602,-0.4299561281164604,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Semicossyphus pulcher legal,0.85,0.5,1.6862745098039216,0.522521663529182,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus,0.44776119402985076,0.2537313432835821,1.7357102433503113,0.5514166917945552,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus legal,0.4857142857142857,0.2,2.3605442176870746,0.8588921931681228,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Panulirus interruptus sublegal,0.44776119402985076,0.2537313432835821,1.7357102433503113,0.5514166917945552,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Strongylocentrotus purpuratus,0.010169747835620581,0.3134097009564856,0.06236593329132819,-2.774736093530819,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Macrocystis pyrifera,0.8086872586872587,0.3113899613899614,2.5473330129745313,0.9350469345941715,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,All urchins,0.013306528814857362,0.3208883783266322,0.070436226659646,-2.6530475649370824,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2021,Mesocentrotus franciscanus,0.029868819374369318,0.35640766902119075,0.10881000247858773,-2.218152014240173,Den,18,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Semicossyphus pulcher,0.6088106793323592,0.3529582674607758,1.7049086212073483,0.5335115146994426,Bio,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Semicossyphus pulcher legal,0.5417469084869306,0.2393563393156155,2.2126845060416653,0.7942064869841858,Bio,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus,1,0.02513574871771885,28.745651846339054,3.3584865156780808,Bio,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus legal,1,0.005679760871765414,64.41424765722732,4.165334845554499,Bio,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus sublegal,1,0.02513574871771885,28.745651846339054,3.3584865156780808,Bio,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Semicossyphus pulcher,0.24166666666666659,0.22083333333333333,1.0902527075812272,0.08640951118753089,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Semicossyphus pulcher legal,0.9,0.47500000000000003,1.8762886597938144,0.6292957085734125,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus,0.8656716417910448,0.07462686567164178,10.347442680776016,2.336739405198108,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus legal,1,0.014285714285714285,41.588235294117645,3.7278173218403565,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Panulirus interruptus sublegal,0.8656716417910448,0.07462686567164178,10.347442680776016,2.336739405198108,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Strongylocentrotus purpuratus,0.011795395259158447,0.2109561075195645,0.09864128900455299,-2.3162653524442676,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Macrocystis pyrifera,0.7482625482625483,0.3444980694980695,2.1389751129989656,0.760326795155989,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,All urchins,0.0159550705214117,0.21501053034654416,0.11535047040437471,-2.159780216309357,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2022,Mesocentrotus franciscanus,0.03794147325933401,0.23370332996972756,0.19672063268601714,-1.6259706649040102,Den,19,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Semicossyphus pulcher,0.6542516472084139,0.35705809851443987,1.8096635107542316,0.5931409223344896,Bio,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Semicossyphus pulcher legal,0.643598326409591,0.30832183371093247,2.053262632946261,0.7194300562778324,Bio,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus,0.4707164881928272,0.049674335449939766,8.055665548150019,2.086375638684297,Bio,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus legal,0.40698305759364073,0.005679760871765414,26.59371281257887,3.280674827420759,Bio,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus sublegal,0.4707164881928272,0.049674335449939766,8.055665548150019,2.086375638684297,Bio,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Semicossyphus pulcher,0.20833333333333331,0.15833333333333333,1.297029702970297,0.2600768063598921,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Semicossyphus pulcher legal,0.9,0.55,1.625,0.4855078157817008,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus,0.746268656716418,0.26119402985074625,2.788662630709962,1.0255621370797388,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus legal,0.6285714285714286,0.014285714285714285,26.294117647058822,3.2693452505573526,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Panulirus interruptus sublegal,0.746268656716418,0.26119402985074625,2.788662630709962,1.0255621370797388,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Strongylocentrotus purpuratus,0.020906581981777625,0.2118823484934407,0.13929265753508682,-1.9711781093121676,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Macrocystis pyrifera,1,0.4391891891891892,2.2484957882069794,0.8102614540700903,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,All urchins,0.022624289999361794,0.21134086412661945,0.14739388557143637,-1.9146467819635773,Den,20,N,A,SMR,C,NA,PISCO,N/A
Anacapa Island SMR 2003,2023,Mesocentrotus franciscanus,0.03148335015136226,0.2055499495459132,0.1924535368194373,-1.6479005215597962,Den,20,N,A,SMR,C,NA,PISCO,N/A
Campus Point SMCA,2009,Semicossyphus pulcher,0.17745753116528484,0.09784465763014132,1.7382180562729395,0.552860482881743,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2009,Semicossyphus pulcher legal,0.24293714273155287,0.14842488729534278,1.5965745474069115,0.467860426355598,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2009,Semicossyphus pulcher,0.07936507936507936,0.06349206349206349,1.2159827213822894,0.19555257405345625,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2009,Semicossyphus pulcher legal,0.1818181818181818,0.1818181818181818,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Semicossyphus pulcher,0.045871627237329377,0.45553510637457395,0.12001592677389734,-2.1201308218912134,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Semicossyphus pulcher legal,0.074048124622146,0.7210947423563957,0.11496201484263174,-2.163153510898081,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus legal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus sublegal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Semicossyphus pulcher,0.015873015873015872,0.07936507936507936,0.28952042628774427,-1.2395294273329278,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Semicossyphus pulcher legal,0.0909090909090909,0.2727272727272727,0.3569131832797427,-1.0302627108669002,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus legal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Panulirus interruptus sublegal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Strongylocentrotus purpuratus,0.6959283104228293,0.48764572820602053,1.4185358587677492,0.349625254304142,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Macrocystis pyrifera,0.17660755866021852,0.16854737596274405,1.0451431036385341,0.044153817322066954,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,All urchins,0.6302666763026669,0.4391125243911253,1.4256264110440802,0.354611303828287,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2010,Mesocentrotus franciscanus,0.15335598980458795,0.1000424808836024,1.484481161210624,0.3950653248148655,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Semicossyphus pulcher,0.25588007620412034,0.6174728972886462,0.4237315704837716,-0.8586551127169839,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Semicossyphus pulcher legal,0.4130535782621613,0.8210835823305657,0.5090385458894683,-0.6752315366358822,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus legal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus sublegal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Semicossyphus pulcher,0.04761904761904761,0.15873015873015872,0.341486359360301,-1.0744475440770973,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Semicossyphus pulcher legal,0.27272727272727265,0.3636363636363636,0.7566909975669098,-0.27880030231700065,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus legal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Panulirus interruptus sublegal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Strongylocentrotus purpuratus,1,0.48686271097964157,2.032754677863889,0.7093918573521544,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Macrocystis pyrifera,0.16389038151531435,0.1739208310943937,0.9454632217601744,-0.05608028983142779,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,All urchins,0.8960034689600348,0.4219122642191226,2.0976562696084753,0.7408206593771042,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2011,Mesocentrotus franciscanus,0.1920135938827528,0.05140186915887852,3.2900235229002353,1.1908947145694213,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Semicossyphus pulcher,0.45731974121278735,0.18072552745751885,2.450221254818003,0.8961783285680865,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Semicossyphus pulcher legal,0.7382269003514768,0.2917355931225199,2.479743581486122,0.908155160269257,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus legal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus sublegal,0,0,1,0,Bio,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Semicossyphus pulcher,0.11111111111111112,0.04761904761904761,2.101928374655648,0.7428551970196065,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Semicossyphus pulcher legal,0.6363636363636364,0.27272727272727265,2.286173633440515,0.8268795176240069,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus legal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Panulirus interruptus sublegal,0,0,1,0,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Strongylocentrotus purpuratus,0.2742300330607273,0.1891421611275448,1.427272012372539,0.3557649386702842,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Macrocystis pyrifera,0.5722729715206878,0.308257209385635,1.8295672630471118,0.6040794706100306,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,All urchins,0.3427043434270435,0.22887909228879094,1.4764973361529874,0.38967261803698044,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2012,Mesocentrotus franciscanus,0.3377230246389126,0.2109175870858114,1.573994308130144,0.45361653380706185,Den,0,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Semicossyphus pulcher,0.1398319655339997,0,14.98319655339997,2.7069293434025106,Bio,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Semicossyphus pulcher legal,0.22572329419339032,0,23.57232941933903,3.1600735419051267,Bio,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus,0.10025583985215898,0,11.025583985215897,2.4002183891106723,Bio,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus legal,0.04631859831631803,0,5.631859831631803,1.7284397306965669,Bio,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus sublegal,0.10025583985215898,0,11.025583985215897,2.4002183891106723,Bio,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Semicossyphus pulcher,0.031746031746031744,0,4.174603174603175,1.429019305786232,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Semicossyphus pulcher legal,0.1818181818181818,0,19.18181818181818,2.953962860677696,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus,0.10909090909090909,0,11.909090909090908,2.477302050402781,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus legal,0.06666666666666667,0,7.666666666666666,2.03688192726104,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Panulirus interruptus sublegal,0.10909090909090909,0,11.909090909090908,2.477302050402781,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Strongylocentrotus purpuratus,0.7942404732904125,0.12319471028362626,6.038081178883561,1.7980862758586542,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Macrocystis pyrifera,0.3940533763209744,0.6405158516926384,0.621127640886275,-0.4762186772896209,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,All urchins,1,0.29804148298041483,3.27877917684293,1.1874711509295943,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2013,Mesocentrotus franciscanus,1,0.5751911639762108,1.7259317333797926,0.5457670399553954,Den,1,N,B,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Semicossyphus pulcher,0.038920164883138424,0,4.892016488313843,1.5876045882840544,Bio,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Semicossyphus pulcher legal,0,0,1,0,Bio,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus,0.015309940423749049,0,2.5309940423749047,0.9286121276980691,Bio,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus legal,0,0,1,0,Bio,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus sublegal,0.015309940423749049,0,2.5309940423749047,0.9286121276980691,Bio,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Semicossyphus pulcher,0.031746031746031744,0,4.174603174603175,1.429019305786232,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Semicossyphus pulcher legal,0,0,1,0,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus,0.036363636363636355,0,4.636363636363636,1.533930359925955,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus legal,0,0,1,0,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Panulirus interruptus sublegal,0.036363636363636355,0,4.636363636363636,1.533930359925955,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Strongylocentrotus purpuratus,0.2865843048547068,0.09953018966417261,2.7077859151349553,0.9961312954754771,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Macrocystis pyrifera,0.042987641053197204,0.6537703743507075,0.07982827058985437,-2.5278775692211926,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,All urchins,0.28590012285900124,0.1053696610536966,2.5648001403183476,0.9418805575824246,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2014,Mesocentrotus franciscanus,0.14061172472387426,0.06669498725573493,1.9637753406447325,0.6748688147156293,Den,2,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Semicossyphus pulcher,0.45149276340114214,0.11351702496608347,3.7362684498583367,1.3180873726722926,Bio,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Semicossyphus pulcher legal,0.6549397034241021,0.04746709567963538,11.570790128858677,2.4484838300457317,Bio,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus,0.04830124623354221,0.007654970211874524,3.3022568451760677,1.1946061272021367,Bio,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus legal,0,0,1,0,Bio,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus sublegal,0.04830124623354221,0.007654970211874524,3.3022568451760677,1.1946061272021367,Bio,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Semicossyphus pulcher,0.3174603174603175,0.4126984126984127,0.7746901990236577,-0.25529207274268023,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Semicossyphus pulcher legal,0.5454545454545454,0.0909090909090909,5.504504504504505,1.7055667578592613,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus,0.10909090909090909,0.018181818181818174,4.225806451612904,1.4412101187160054,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus legal,0,0,1,0,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Panulirus interruptus sublegal,0.10909090909090909,0.018181818181818174,4.225806451612904,1.4412101187160054,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Strongylocentrotus purpuratus,0.09674612841482513,0.04193492256829651,2.0553824504975373,0.7204619379304548,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Macrocystis pyrifera,0.9317571198280494,0.5375246283360201,1.7200269560296122,0.5423399628127951,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,All urchins,0.1480089614800896,0.06778926067789261,2.031243903118816,0.7086483655499,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2015,Mesocentrotus franciscanus,0.19881053525913342,0.09685641461342397,1.9541226047547113,0.6699412971765902,Den,3,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Semicossyphus pulcher,0.3136619714980693,0.36903805148172364,0.8539036390484283,-0.15793692639780244,Bio,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Semicossyphus pulcher legal,0.35326024796419464,0.17276049850041325,1.9876299908613635,0.6869429696145634,Bio,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus,0.27407640630822533,0.015309940423749049,11.22390655813904,2.4180460175818843,Bio,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus legal,0.04631859831631803,0,5.631859831631803,1.7284397306965669,Bio,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus sublegal,0.27407640630822533,0.015309940423749049,11.22390655813904,2.4180460175818843,Bio,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Semicossyphus pulcher,0.36507936507936506,0.7936507936507937,0.46671933636184076,-0.7620271947830014,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Semicossyphus pulcher legal,0.2727272727272727,0.1818181818181818,1.4739336492890995,0.38793477870316767,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus,0.6363636363636362,0.036363636363636355,13.941176470588236,2.6348467970789153,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus legal,0.06666666666666667,0,7.666666666666666,2.03688192726104,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Panulirus interruptus sublegal,0.6363636363636362,0.036363636363636355,13.941176470588236,2.6348467970789153,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Strongylocentrotus purpuratus,0.10823038106838351,0.0876979293544458,1.2101626088660125,0.19075473807203186,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
Campus Point SMCA,2016,Macrocystis pyrifera,0.5903636037972416,0.3580512269389217,1.6311957680197389,0.4893133458778197,Den,4,Y,D,SMCA,ML,2734.933446,PISCO,N/A
